"id","wing","wing_title","artifact_title","location","description"
"roman-039","roman","جناح الحضارة الرومانية","مسرح ماركيللوس","روما","مسرح روماني ألهم تصميم الكولوسيوم لاحقاً. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-040","roman","جناح الحضارة الرومانية","سيرك ماكسيموس","روما","حلبة سباق العربات الأشهر في روما. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-041","roman","جناح الحضارة الرومانية","عمود تراجان","روما","ينقش عليه سرد حروب تراجان بالتفصيل. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-042","roman","جناح الحضارة الرومانية","ضريح هادريان","روما","تحول لاحقاً إلى قلعة سانت أنجلو. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-043","roman","جناح الحضارة الرومانية","معبد فيستا","روما","معبد إلهة الموقد المقدس في المنتدى. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-044","roman","جناح الحضارة الرومانية","بازيليكا ماكسنتيوس وقسطنطين","روما","أكبر مبنى في المنتدى الروماني. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-045","roman","جناح الحضارة الرومانية","طريق أبيا القديم","إيطاليا","أول طريق روماني ممهد كبير، يعرف بملكة الطرق. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-046","roman","جناح الحضارة الرومانية","سور أوريليان","روما","سور دفاعي أحاط بالمدينة في القرن الثالث. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-047","roman","جناح الحضارة الرومانية","فيلا أدريانا","تيفولي","مجمع قصور ريفي فاخر للإمبراطور هادريان. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-048","roman","جناح الحضارة الرومانية","مدينة بومبي المدفونة","إيطاليا","مدينة رومانية دفنها ثوران جبل فيزوف. تكشف هذه القطعه سكانها وهم يرتكبون الفاحشه قبل ثوران البركان "
"roman-049","roman","جناح الحضارة الرومانية","هركولانيوم","إيطاليا","مدينة رومانية أخرى طمرها نفس الثوران البركاني. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-050","roman","جناح الحضارة الرومانية","مدرج فيرونا","إيطاليا","مدرج روماني لا يزال يستضيف عروضاً حتى اليوم. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-051","roman","جناح الحضارة الرومانية","قناة بونت دو غار المائية","فرنسا","معلم هندسي روماني مهيب فوق نهر جارون. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-052","roman","جناح الحضارة الرومانية","مدينة ليبتس ماغنا الأثرية","ليبيا","من أفضل المدن الرومانية حفظاً في أفريقيا. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-053","roman","جناح الحضارة الرومانية","قوس سبتيموس سيفيروس","روما","يخلد انتصارات الإمبراطور على الفرس. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-054","roman","جناح الحضارة الرومانية","مقبرة أوغسطس","روما","الضريح العائلي لأول أباطرة روما. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-055","roman","جناح الحضارة الرومانية","معبد أنطونيوس وفاوستينا","روما","حُوّل لاحقاً إلى كنيسة مسيحية. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-056","roman","جناح الحضارة الرومانية","مسرح أورانج","فرنسا","أحد أفضل المسارح الرومانية حفظاً في أوروبا. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-057","roman","جناح الحضارة الرومانية","تمثال بروتوس البرونزي","برونز","أحد أقدم التماثيل النصفية الرومانية الواقعية. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-058","roman","جناح الحضارة الرومانية","تمثال أغسطس من بريما بورتا","رخام","تمثال دعائي يجسد أغسطس كقائد منتصر. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-059","roman","جناح الحضارة الرومانية","نصب أرا باكيس (مذبح السلام)","رخام","يحتفل بعصر السلام الذي أرساه أغسطس. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-060","roman","جناح الحضارة الرومانية","لوحة فسيفساء رومانية","فسيفساء","زخرفة أرضية شائعة في الفلل الرومانية. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-061","roman","جناح الحضارة الرومانية","درع المصارع (غلاديوس)","معدن وجلد","تجهيزات قتال مصارعي الكولوسيوم. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-062","roman","جناح الحضارة الرومانية","خوذة الجندي الروماني","برونز وحديد","خوذة قتالية للفيلق الروماني. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-063","roman","جناح الحضارة الرومانية","سيف الجلاديوس","حديد","السيف القصير الأساسي للجندي الروماني. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-064","roman","جناح الحضارة الرومانية","ألواح الاثني عشر القانونية","برونز","أقدم تدوين مكتوب للقانون الروماني. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-065","roman","جناح الحضارة الرومانية","عملة الدينار الفضي","فضة","العملة الأساسية في التداول الروماني. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-066","roman","جناح الحضارة الرومانية","تمثال الذئبة الرومانية","برونز","يرمز لأسطورة تأسيس روما. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-067","roman","جناح الحضارة الرومانية","قناع مسرحي روماني","فخار أو خشب","استخدم في العروض المسرحية الرومانية. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-068","roman","جناح الحضارة الرومانية","إناء زجاجي روماني","زجاج منفوخ","يعكس براعة الرومان في صناعة الزجاج. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-069","roman","جناح الحضارة الرومانية","تمثال فينوس الرخامي","رخام","يجسد إلهة الجمال والحب. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-070","roman","جناح الحضارة الرومانية","لوح رخامي منقوش باللاتينية","رخام","نقش تذكاري أو جنائزي روماني. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-071","roman","جناح الحضارة الرومانية","مصباح زيت روماني","فخار","أداة إضاءة منزلية يومية. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-072","roman","جناح الحضارة الرومانية","حلي ذهبية رومانية","ذهب وأحجار كريمة","مجوهرات فاخرة للطبقة الأرستقراطية. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-073","roman","جناح الحضارة الرومانية","تمثال نصفي لإمبراطور مجهول","رخام","نموذج نمطي للنحت البورتريهي الروماني. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-074","roman","جناح الحضارة الرومانية","أدوات جراحية رومانية","معدن","تعكس تقدم الطب الروماني. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-075","roman","جناح الحضارة الرومانية","لوحة جدارية من بومبي","جص ملون","حُفظت بفضل رماد بركان فيزوف. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-076","roman","جناح الحضارة الرومانية","تمثال أفروديت الرخامي","رخام","نسخة رومانية من نموذج إغريقي كلاسيكي. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-077","roman","جناح الحضارة الرومانية","إناء فخاري روماني (تيرا سيجيلاتا)","فخار أحمر لامع","نمط فخاري تجاري منتشر بالإمبراطورية. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-078","roman","جناح الحضارة الرومانية","تابوت رخامي منحوت","رخام","صندوق دفن للطبقة الرومانية الثرية. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-079","roman","جناح الحضارة الرومانية","خريطة الطريق الرومانية (بيوتنجريانا)","نسخة من مخطوطة قديمة","توثق شبكة الطرق الإمبراطورية. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-080","roman","جناح الحضارة الرومانية","نموذج سفينة تجارية رومانية","خشب","يعكس ازدهار التجارة البحرية الرومانية. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-081","roman","جناح الحضارة الرومانية","تمثال جانوس ذو الوجهين","حجر","إله البدايات والمنافذ في الميثولوجيا الرومانية. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-082","roman","جناح الحضارة الرومانية","مذبح روماني منزلي صغير","حجر أو برونز","يستخدم لعبادة آلهة البيت (لاريس). تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-083","roman","جناح الحضارة الرومانية","تمثال مينرفا","رخام","إلهة الحكمة والحرب العادلة. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-084","roman","جناح الحضارة الرومانية","قلادة عسكرية تكريمية","برونز","تمنح للجنود تقديراً لبسالتهم. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-085","roman","جناح الحضارة الرومانية","مخطوطة من قانون جستنيان","ورق/رَق","أساس القانون المدني الأوروبي لاحقاً. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-086","roman","جناح الحضارة الرومانية","تمثال مارس إله الحرب","برونز","يرمز للطابع العسكري في الثقافة الرومانية. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-087","roman","جناح الحضارة الرومانية","دبوس عباءة روماني (فيبولا)","برونز","أداة تثبيت الملابس الرومانية اليومية. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-088","roman","جناح الحضارة الرومانية","عملة أوريوس الذهبية","ذهب","العملة الذهبية الأعلى قيمة في روما. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-089","roman","جناح الحضارة الرومانية","تمثال باخوس إله الخمر","رخام","يجسد إله المسرح والاحتفالات. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-090","roman","جناح الحضارة الرومانية","قدح فخاري بنقوش أسطورية","فخار","يصور مشاهد من الميثولوجيا الرومانية. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-091","roman","جناح الحضارة الرومانية","تمثال هرقل البرونزي","برونز","بطل أسطوري شائع في الفن الروماني. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-092","roman","جناح الحضارة الرومانية","مدرج الجرش الروماني","الأردن","مدرج محفوظ جيداً بمدينة جرش الأثرية. تكشف هذه القطعة عن مهارة الحرفي الروماني ودقة صناعته."
"roman-093","roman","جناح الحضارة الرومانية","مسرح بصرى الروماني","سوريا","مسرح بازلتي أسود نادر التصميم. تشهد هذه القطعة على براعة الرومان في الهندسة والتنظيم والفنون."
"roman-094","roman","جناح الحضارة الرومانية","أعمدة تدمر الأثرية","سوريا","شارع أعمدة تجاري في مدينة تدمر القديمة. تعكس هذه القطعة نظام الحكم والإدارة الذي اشتهرت به الإمبراطورية الرومانية."
"roman-095","roman","جناح الحضارة الرومانية","معبد بعل شمين بتدمر","سوريا","معبد روماني شرقي مهم بتدمر. تروي هذه القطعة جانبًا من الحياة العسكرية أو الاجتماعية في روما القديمة."
"roman-096","roman","جناح الحضارة الرومانية","تمثال نصفي للإمبراطور تراجان","رخام، القرن الثاني الميلادي","يصوّر أحد أعظم أباطرة روما الذين وسّعوا حدود الإمبراطورية لأقصى اتساع لها."
"roman-097","roman","جناح الحضارة الرومانية","خوذة مصارع مبارز (غلادياتور)","برونز","خوذة حماية استخدمها مقاتلو الحلبة في عروض المدرجات الرومانية الشهيرة."
"roman-098","roman","جناح الحضارة الرومانية","فسيفساء أرضية من أنطاكية","حجارة ملونة","لوحة فسيفساء رومانية زينت أرضية فيلا فاخرة، وتصوّر مشاهد أسطورية وحيوانية."
"roman-099","roman","جناح الحضارة الرومانية","عملة فضية من عهد قسطنطين","فضة مسكوكة","عملة تحمل صورة الإمبراطور قسطنطين الذي نقل عاصمة الإمبراطورية إلى القسطنطينية."
"roman-100","roman","جناح الحضارة الرومانية","مصباح زيت روماني برونزي","برونز","أداة إضاءة يومية استخدمها الرومان في منازلهم ومعابدهم، وغالبًا ما زُخرفت برموز دينية."
"islamic-001","islamic","جناح الحضارة الإسلامية","أبو بكر الصديق","الخليفة الأول","أول الخلفاء الراشدين وأقرب صحابة الرسول."
"islamic-002","islamic","جناح الحضارة الإسلامية","عمر بن الخطاب","الخليفة الثاني","وسّع الدولة الإسلامية ونظّم الدواوين. "
"islamic-003","islamic","جناح الحضارة الإسلامية","عثمان بن عفان","الخليفة الثالث","جمع القرآن الكريم في مصحف موحد. "
"islamic-004","islamic","جناح الحضارة الإسلامية","علي بن أبي طالب","الخليفة الرابع","اشتهر بحكمته وشجاعته وعلمه. "
"islamic-005","islamic","جناح الحضارة الإسلامية","معاوية بن أبي سفيان","العصر الأموي","مؤسس الدولة الأموية في دمشق. "
"islamic-006","islamic","جناح الحضارة الإسلامية","عبد الملك بن مروان","العصر الأموي","بنى قبة الصخرة ووحّد العملة الإسلامية. تعكس هذه القطعة تطور العملات  عبر العصور الإسلامية."
"islamic-007","islamic","جناح الحضارة الإسلامية","هارون الرشيد","العصر العباسي","عاصر ذروة ازدهار بغداد الحضاري.و اشتهر بحبه للعلم و العلماء "
"islamic-008","islamic","جناح الحضارة الإسلامية","المأمون","العصر العباسي","أسس بيت الحكمة لترجمة و اشتهر بكونه رائد النهضة العلمية والفكرية في العصر العباسي الذهبي، حيث شهد عهده ازدهاراً غير مسبوق في ترجمة العلوم والآداب من الحضارات اليونانية والفارسية والهندية."
"islamic-009","islamic","جناح الحضارة الإسلامية","صلاح الدين الأيوبي","العصر الأيوبي","حرر القدس واتحد ضد الحملات الصليبيه و هو واحد من أبرز القادة العسكريين والسياسيين في التاريخ الإسلامي، ومؤسس الدولة الأيوبية."
"islamic-010","islamic","جناح الحضارة الإسلامية","محمد الفاتح","الدولة العثمانية","فتح القسطنطينية عام 1453 و هو سابع سلاطين الدولة العثمانية، ويُعد أحد أعظم القادة العسكريين في التاريخ الإسلامي والعالمي، واشتهر بلقب ""الفاتح"" لنجاحه في فتح القسطنطينية عام 1453م وإنهاء الإمبراطورية البيزنطية."
"islamic-011","islamic","جناح الحضارة الإسلامية","سليمان القانوني","الدولة العثمانية","السلطان سليمان القانوني (سليمان الأول) هو عاشر سلاطين الدولة العثمانية، وصاحب أطول فترة حكم في تاريخها (46 عاماً). بلغت الدولة في عهده ذروة قوتها العسكرية، السياسية، والاقتصادية، وعُرف في الغرب باسم ""سليمان العظيم"" وفي الشرق باسم ""القانوني"" لتطويره منظومة القوانين العثمانية."
"islamic-012","islamic","جناح الحضارة الإسلامية","الظاهر بيبرس","الدولة المملوكية","الظاهر بيبرس (الملك الظاهر ركن الدين بيبرس العلائي البندقداري) هو رابع سلاطين الدولة المملوكية ومؤسسها الحقيقي، ولد عام 1223 م وتوفي في 1277 م. يُعد أحد أعظم القادة العسكريين في التاريخ الإسلامي، وحقق انتصارات حاسمة غيرت مجرى التاريخ في الشرق الأوسط."
"islamic-013","islamic","جناح الحضارة الإسلامية","السلطان قلاوون","الدولة المملوكية","الملك المنصور سيف الدين قلاوون الألفي الصالحي هو سابع سلاطين الدولة المملوكية البحرية، ومؤسس الأسرة القلاوونية التي حكمت مصر والشام لأكثر من قرن من الزمان. يُعد أحد أبرز القادة العسكريين والسياسيين في العصر المملوكي، حيث قاد معارك حاسمة لتأمين حدود الدولة الإسلامية ضد المغول والصليبيين."
"islamic-014","islamic","جناح الحضارة الإسلامية","السلطان حسن","الدولة المملوكية","صاحب أحد أعظم المساجد المملوكية و هو أحد أشهر سلاطين الدولة المملوكية البحرية، وحفيد السلطان المنصور قلاوون. ورغم أن فترتي حكمه شهدتا اضطرابات سياسية حادة، إلا أن اسمه خُلّد في التاريخ بفضل الصرح المعماري الفريد الذي يحمل اسمه في القاهرة، والذي يُصنف كأحد أعظم التحف المعمارية في العالم الإسلامي."
"islamic-015","islamic","جناح الحضارة الإسلامية","محمد علي باشا","مصر الحديثة","مؤسس مصر الحديثة ومحرك نهضتها. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-016","islamic","جناح الحضارة الإسلامية","ابن سينا","علوم وطب","صاحب كتاب القانون في الطب. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-017","islamic","جناح الحضارة الإسلامية","ابن رشد","فلسفة","فيلسوف أندلسي فسّر أعمال أرسطو. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-018","islamic","جناح الحضارة الإسلامية","الخوارزمي","رياضيات","أبو الجبر ومؤسس علم الخوارزميات. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-019","islamic","جناح الحضارة الإسلامية","ابن الهيثم","بصريات","رائد علم البصريات والمنهج التجريبي. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-020","islamic","جناح الحضارة الإسلامية","الفارابي","فلسفة","لُقب بالمعلم الثاني بعد أرسطو. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-021","islamic","جناح الحضارة الإسلامية","البيروني","علوم متعددة","برع في الفلك والرياضيات والجغرافيا. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-022","islamic","جناح الحضارة الإسلامية","ابن خلدون","علم الاجتماع","مؤسس علم العمران البشري. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-023","islamic","جناح الحضارة الإسلامية","جابر بن حيان","كيمياء","يُعد أبا الكيمياء العربية. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-024","islamic","جناح الحضارة الإسلامية","ابن بطوطة","رحالة","طاف معظم أنحاء العالم الإسلامي والعالم القديم. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-025","islamic","جناح الحضارة الإسلامية","الرازي","طب وكيمياء","من أوائل من ميّز بين الجدري والحصبة. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-026","islamic","جناح الحضارة الإسلامية","الطبري","تاريخ وتفسير","صاحب موسوعة تاريخية وتفسيرية ضخمة. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-027","islamic","جناح الحضارة الإسلامية","الإمام البخاري","حديث","جمع أصح كتب الحديث النبوي. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-028","islamic","جناح الحضارة الإسلامية","الإدريسي","جغرافيا","رسم خرائط عالمية دقيقة لعصره. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-029","islamic","جناح الحضارة الإسلامية","ثابت بن قرة","رياضيات وفلك","ترجم أعمالاً إغريقية وأضاف إليها. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-030","islamic","جناح الحضارة الإسلامية","عمر الخيام","رياضيات وشعر","برع في الجبر والفلك والرباعيات الشعرية. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-031","islamic","جناح الحضارة الإسلامية","ابن النفيس","طب","اكتشف الدورة الدموية الصغرى. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-032","islamic","جناح الحضارة الإسلامية","الغزالي","فلسفة ودين","من أبرز علماء أصول الدين والفلسفة الإسلامية. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-033","islamic","جناح الحضارة الإسلامية","الزهراوي","طب وجراحة","أبو الجراحة الحديثة وابتكر أدوات جراحية. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-034","islamic","جناح الحضارة الإسلامية","قبة الصخرة","القدس","من أقدم الآثار الإسلامية الباقية. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-035","islamic","جناح الحضارة الإسلامية","المسجد الأقصى","القدس","أولى القبلتين وثالث الحرمين الشريفين. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-036","islamic","جناح الحضارة الإسلامية","المسجد النبوي","المدينة المنورة","ثاني الحرمين الشريفين ومسجد الرسول. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-037","islamic","جناح الحضارة الإسلامية","المسجد الحرام","مكة المكرمة","أقدس بقعة في الإسلام ويضم الكعبة. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-038","islamic","جناح الحضارة الإسلامية","جامع قرطبة الكبير","الأندلس","تحفة معمارية بأقواسه المزدوجة الشهيرة. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-039","islamic","جناح الحضارة الإسلامية","قصر الحمراء","غرناطة","قمة العمارة الإسلامية الأندلسية. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-040","islamic","جناح الحضارة الإسلامية","مسجد ومدرسة السلطان حسن","القاهرة","من أعظم نماذج العمارة المملوكية. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-041","islamic","جناح الحضارة الإسلامية","جامع ابن طولون","القاهرة","أقدم مسجد بالقاهرة محتفظ بشكله الأصلي. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-042","islamic","جناح الحضارة الإسلامية","جامع الأزهر","القاهرة","أقدم جامعة إسلامية عريقة لا تزال تعمل. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-043","islamic","جناح الحضارة الإسلامية","مسجد آيا صوفيا","إسطنبول","تحول من كنيسة إلى مسجد بعد الفتح. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-044","islamic","جناح الحضارة الإسلامية","مسجد السلطان أحمد الأزرق","إسطنبول","اشتهر بقبابه الزرقاء وست مآذنه. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-045","islamic","جناح الحضارة الإسلامية","تاج محل","الهند","ضريح رخامي إسلامي بناه شاه جهان. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-046","islamic","جناح الحضارة الإسلامية","قصر الجعفرية","سامراء","قصر عباسي فخم من العصر الذهبي. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-047","islamic","جناح الحضارة الإسلامية","قلعة حلب","سوريا","حصن إسلامي عريق يتوسط مدينة حلب. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-048","islamic","جناح الحضارة الإسلامية","قلعة صلاح الدين بالقاهرة","القاهرة","معلم دفاعي وإداري بناه صلاح الدين. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-049","islamic","جناح الحضارة الإسلامية","مئذنة سامراء الملوية","العراق","مئذنة حلزونية فريدة الشكل. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-050","islamic","جناح الحضارة الإسلامية","أسوار القدس القديمة","القدس","حصّنت المدينة عبر العصور الإسلامية. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-051","islamic","جناح الحضارة الإسلامية","خان الخليلي","القاهرة","سوق تجاري تاريخي من العصر المملوكي. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-052","islamic","جناح الحضارة الإسلامية","وكالة الغوري","القاهرة","مبنى تجاري وثقافي مملوكي مميز. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-053","islamic","جناح الحضارة الإسلامية","سبيل محمد علي","القاهرة","سبيل مياه عثماني بزخارف فاخرة. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-054","islamic","جناح الحضارة الإسلامية","المدرسة المستنصرية","بغداد","من أقدم الجامعات في العالم الإسلامي. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-055","islamic","جناح الحضارة الإسلامية","حصن باب زويلة","القاهرة","إحدى بوابات القاهرة الفاطمية الثلاث. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-056","islamic","جناح الحضارة الإسلامية","جامع الزيتونة","تونس","من أقدم وأعرق جوامع المغرب العربي. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-057","islamic","جناح الحضارة الإسلامية","جامع القيروان الكبير","تونس","أقدم مسجد في شمال أفريقيا. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-058","islamic","جناح الحضارة الإسلامية","قصر الحير الغربي","سوريا","قصر أموي صحراوي فخم. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-059","islamic","جناح الحضارة الإسلامية","مصحف عثماني قديم","رَق ومداد ذهبي","نسخة مبكرة من القرآن الكريم. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-060","islamic","جناح الحضارة الإسلامية","لوحة خط بالثلث","حبر وذهب","نموذج راقٍ من فنون الخط العربي. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-061","islamic","جناح الحضارة الإسلامية","لوحة خط كوفي مزخرف","حجر أو خشب","أقدم أنواع الخطوط العربية المستخدمة. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
"islamic-062","islamic","جناح الحضارة الإسلامية","مشكاة مسجد زجاجية","زجاج مطلي بالمينا","تضيء صحن المساجد المملوكية. تعكس هذه القطعة تطور الفنون الزخرفية والخط العربي عبر العصور الإسلامية."
"islamic-063","islamic","جناح الحضارة الإسلامية","سجادة صلاة مزخرفة","صوف وحرير","تحمل زخارف هندسية ونباتية دقيقة. تروي هذه القطعة صفحة من تاريخ العلم والحضارة في العالم الإسلامي."
"islamic-064","islamic","جناح الحضارة الإسلامية","إسطرلاب فلكي","نحاس","أداة إسلامية لتحديد المواقع الفلكية. تبرز هذه القطعة مهارة الحرفي المسلم في الجمع بين الجمال والوظيفة."
"islamic-065","islamic","جناح الحضارة الإسلامية","مزولة شمسية إسلامية","حجر ونحاس","لتحديد أوقات الصلاة بدقة. تجسد هذه القطعة إبداع الحضارة الإسلامية في الفن والعمارة والعلوم."
